student_id,resident_id,email,student_name,college,department,grade,gender,admission_type,gpa_current,gpa_prev_semester,gpa_drop_amount,earned_credits,attendance_rate,failed_course_count,lms_access_days_monthly,extracurricular_hours,extracurricular_program_count,competency_gap_score,counseling_session_count,is_risk_student
2023110028,040809-3405062,std_2023110028@dongguk.edu,학생_28,경영대학,경영학과,3,M,교과위주(학교장추천),3.08,3.18,0.1,15,92.6,1,21,26.2,4,30.1,,0
2023110029,040425-4738353,std_2023110029@dongguk.edu,학생_29,공과대학,컴퓨터인공지능전공,3,F,수능위주(정시),3.09,3.06,-0.04,18,91.6,0,16,19.1,3,17.9,3.0,0
2021110030,020904-3644447,std_2021110030@dongguk.edu,학생_30,문과대학,사학과,4,M,학생부종합(DoDream),4.27,3.87,-0.4,18,91.4,0,18,22.8,3,36.5,0.0,0
2023110031,040818-4418714,std_2023110031@dongguk.edu,학생_31,공과대학,전자전기공학부,3,F,교과위주(학교장추천),3.62,3.7,0.07,18,89.6,0,19,36.4,5,14.1,,0
2024110032,050105-3984574,std_2024110032@dongguk.edu,학생_32,경영대학,경영정보학과,2,M,학생부종합(DoDream),3.07,3.22,0.15,18,88.6,0,17,15.5,2,20.6,0.0,0
2023110033,040228-4605950,std_2023110033@dongguk.edu,학생_33,공과대학,정보통신공학과,3,F,수능위주(정시),3.96,4.0,0.04,18,98.6,0,19,33.7,5,36.5,2.0,0
2024110034,051202-3106949,std_2024110034@dongguk.edu,학생_34,경영대학,회계학과,2,M,수능위주(정시),3.68,3.71,0.03,15,85.9,1,27,26.2,4,11.2,0.0,0
2021110035,020817-4842729,std_2021110035@dongguk.edu,학생_35,바이오시스템대학,바이오환경과학과,4,F,수능위주(정시),3.13,2.68,-0.45,18,97.7,0,28,13.0,2,46.1,3.0,0
2022110036,030303-3526650,std_2022110036@dongguk.edu,학생_36,경영대학,회계학과,4,M,학생부종합(DoDream),2.89,2.69,-0.2,18,88.3,0,19,43.6,6,30.4,,0
2024110037,050922-4883415,std_2024110037@dongguk.edu,학생_37,바이오시스템대학,식품생명공학과,2,F,교과위주(학교장추천),3.28,3.1,-0.18,18,96.3,0,18,5.0,1,14.8,0.0,0
2021110038,021124-3358930,std_2021110038@dongguk.edu,학생_38,경영대학,경영정보학과,4,M,논술위주,2.3,4.3,1.25,12,81.0,2,3,1.3,0,62.8,,1
2022110039,031012-4366776,std_2022110039@dongguk.edu,학생_39,바이오시스템대학,바이오환경과학과,4,F,교과위주(학교장추천),3.77,3.44,-0.33,18,100.0,0,22,38.8,6,49.9,0.0,0
2022110040,031002-3699991,std_2022110040@dongguk.edu,학생_40,문과대학,영어영문학전공,4,M,학생부종합(DoDream),2.44,2.64,0.2,18,94.6,0,19,28.5,4,38.2,2.0,0
2023110041,040313-4984011,std_2023110041@dongguk.edu,학생_41,공과대학,정보통신공학과,3,F,수능위주(정시),3.14,3.3,0.16,18,100.0,0,21,24.1,3,21.2,0.0,0
2023110042,040106-3866641,std_2023110042@dongguk.edu,학생_42,문과대학,국어국문학과,3,M,논술위주,2.2,2.55,0.6,18,91.6,0,17,39.1,6,24.9,3.0,0
2023110043,040811-4535048,std_2023110043@dongguk.edu,학생_43,바이오시스템대학,생명과학과,3,F,논술위주,2.76,2.66,-0.11,18,85.2,0,21,36.0,5,25.9,1.0,0
2024110044,050601-3318134,std_2024110044@dongguk.edu,학생_44,문과대학,국어국문학과,2,M,학생부종합(DoDream),2.84,2.27,-0.57,18,99.7,0,23,34.9,5,47.1,0.0,0
2022110045,030105-4132154,std_2022110045@dongguk.edu,학생_45,경영대학,회계학과,4,F,교과위주(학교장추천),3.39,3.49,0.1,18,98.2,0,17,36.9,5,25.6,2.0,0
2023110046,040227-3247550,std_2023110046@dongguk.edu,학생_46,경영대학,회계학과,3,M,논술위주,4.16,3.86,-0.29,18,91.3,0,23,9.0,1,27.3,2.0,0
2024110047,050416-4605155,std_2024110047@dongguk.edu,학생_47,바이오시스템대학,바이오환경과학과,2,F,교과위주(학교장추천),3.05,3.22,0.17,18,91.5,0,18,19.3,3,39.5,2.0,0
2023110048,040515-3418408,std_2023110048@dongguk.edu,학생_48,경영대학,회계학과,3,M,교과위주(학교장추천),2.3,3.7,1.21,6,59.6,4,1,2.7,0,66.0,1.0,1
2022110049,030720-4906388,std_2022110049@dongguk.edu,학생_49,사범대학,수학교육과,4,F,학생부종합(DoDream),2.3,4.3,1.46,15,69.8,1,2,4.0,1,66.9,0.0,1
2022110050,030327-3551282,std_2022110050@dongguk.edu,학생_50,공과대학,정보통신공학과,4,M,학생부종합(DoDream),3.19,2.78,-0.41,18,96.8,0,28,43.5,6,24.4,3.0,0
2022110051,030707-4410914,std_2022110051@dongguk.edu,학생_51,문과대학,영어영문학전공,4,F,논술위주,1.0,1.7,0.96,9,85.0,3,5,4.1,1,56.5,0.0,1
2023110052,040915-3562052,std_2023110052@dongguk.edu,학생_52,공과대학,컴퓨터인공지능전공,3,M,교과위주(학교장추천),2.82,2.77,-0.06,18,96.8,0,21,40.5,6,19.9,2.0,0
2022110053,030207-4890857,std_2022110053@dongguk.edu,학생_53,공과대학,전자전기공학부,4,F,학생부종합(DoDream),2.85,2.72,-0.13,18,98.2,0,25,6.5,1,37.6,1.0,0
2022110054,030512-3220674,std_2022110054@dongguk.edu,학생_54,사범대학,국어교육과,4,M,교과위주(학교장추천),2.7,2.69,-0.01,18,92.5,0,19,45.6,7,36.7,1.0,0
2023110055,040426-4338009,std_2023110055@dongguk.edu,학생_55,사범대학,국어교육과,3,F,논술위주,3.79,3.78,-0.0,18,99.4,0,19,5.0,1,24.4,2.0,0
2024110056,050627-3104263,std_2024110056@dongguk.edu,학생_56,공과대학,컴퓨터인공지능전공,2,M,학생부종합(DoDream),3.96,3.91,-0.05,18,99.6,0,18,27.7,4,28.8,0.0,0
2023110057,041021-4808362,std_2023110057@dongguk.edu,학생_57,공과대학,기계로봇에너지공학과,3,F,교과위주(학교장추천),2.4,2.92,0.52,15,92.8,1,16,31.0,4,24.2,0.0,0
2022110058,030926-3599137,std_2022110058@dongguk.edu,학생_58,공과대학,컴퓨터인공지능전공,4,M,교과위주(학교장추천),2.81,3.25,0.44,18,87.8,0,18,30.3,4,39.7,1.0,0
2021110059,020512-4345690,std_2021110059@dongguk.edu,학생_59,사범대학,수학교육과,4,F,학생부종합(DoDream),3.02,3.29,0.27,18,94.5,0,22,34.8,5,38.3,0.0,0
2023110060,041126-3452744,std_2023110060@dongguk.edu,학생_60,사범대학,교육학과,3,M,교과위주(학교장추천),3.46,3.52,0.05,18,97.3,0,20,13.2,2,40.5,1.0,0
2023110061,040220-4387654,std_2023110061@dongguk.edu,학생_61,문과대학,사학과,3,F,수능위주(정시),4.35,4.13,-0.21,15,100.0,1,9,37.0,5,44.4,3.0,0
2024110062,050913-3782705,std_2024110062@dongguk.edu,학생_62,문과대학,국어국문학과,2,M,수능위주(정시),2.2,2.2,0.25,15,92.2,1,15,23.8,3,24.4,3.0,0
2024110063,051025-4911006,std_2024110063@dongguk.edu,학생_63,문과대학,국어국문학과,2,F,학생부종합(DoDream),3.19,2.93,-0.25,18,89.8,0,19,26.3,4,45.5,1.0,0
2024110064,050511-3853019,std_2024110064@dongguk.edu,학생_64,문과대학,철학과,2,M,논술위주,2.52,2.69,0.17,18,98.7,0,26,17.6,3,24.7,0.0,0
2024110065,050806-4698069,std_2024110065@dongguk.edu,학생_65,사범대학,수학교육과,2,F,학생부종합(DoDream),2.99,2.78,-0.21,18,95.9,0,17,17.0,2,53.6,1.0,0
2023110066,040803-3143642,std_2023110066@dongguk.edu,학생_66,공과대학,컴퓨터인공지능전공,3,M,논술위주,3.51,3.78,0.27,18,93.3,0,16,32.8,5,20.5,1.0,0
2024110067,051205-4186988,std_2024110067@dongguk.edu,학생_67,바이오시스템대학,바이오환경과학과,2,F,교과위주(학교장추천),3.52,3.66,0.14,18,100.0,0,20,41.3,6,26.2,3.0,0
2023110068,041113-3984056,std_2023110068@dongguk.edu,학생_68,사범대학,교육학과,3,M,논술위주,3.22,3.34,0.12,18,93.3,0,20,17.1,2,34.9,1.0,0
2024110069,051207-4175713,std_2024110069@dongguk.edu,학생_69,공과대학,정보통신공학과,2,F,논술위주,3.07,3.23,0.16,18,100.0,0,21,20.0,3,35.4,3.0,0
2022110070,030522-3827955,std_2022110070@dongguk.edu,학생_70,경영대학,회계학과,4,M,교과위주(학교장추천),2.06,3.44,1.38,15,63.8,1,4,4.4,1,69.4,,1
2021110071,020615-4605934,std_2021110071@dongguk.edu,학생_71,바이오시스템대학,식품생명공학과,4,F,수능위주(정시),1.42,3.07,1.65,12,71.6,2,4,6.6,1,70.6,,1
2021110072,020317-3537629,std_2021110072@dongguk.edu,학생_72,공과대학,기계로봇에너지공학과,4,M,학생부종합(DoDream),3.31,3.47,0.16,15,87.9,1,17,33.0,5,27.9,0.0,0
2022110073,030125-4444855,std_2022110073@dongguk.edu,학생_73,문과대학,사학과,4,F,교과위주(학교장추천),3.36,3.45,0.09,18,95.8,0,21,30.1,4,20.6,,0
2024110074,050320-3746701,std_2024110074@dongguk.edu,학생_74,문과대학,영어영문학전공,2,M,수능위주(정시),3.31,3.69,0.38,18,88.1,0,21,10.7,2,41.5,3.0,0
2022110075,030108-4878513,std_2022110075@dongguk.edu,학생_75,경영대학,회계학과,4,F,수능위주(정시),3.89,3.96,0.06,18,95.9,0,18,24.5,3,15.3,3.0,0
2021110076,021201-3673441,std_2021110076@dongguk.edu,학생_76,문과대학,국어국문학과,4,M,학생부종합(DoDream),3.15,2.88,-0.28,18,96.5,0,16,25.0,4,27.3,0.0,0
2023110077,040609-4860581,std_2023110077@dongguk.edu,학생_77,경영대학,경영정보학과,3,F,교과위주(학교장추천),3.04,3.35,0.32,18,96.2,0,28,21.9,3,51.6,2.0,0
2023110078,040928-3719369,std_2023110078@dongguk.edu,학생_78,문과대학,영어영문학전공,3,M,수능위주(정시),3.86,4.13,0.27,18,87.8,0,24,29.7,4,33.8,3.0,0
2023110079,040206-4991793,std_2023110079@dongguk.edu,학생_79,경영대학,경영학과,3,F,교과위주(학교장추천),2.3,3.57,1.2,15,68.7,1,1,3.0,0,69.2,1.0,1
2023110080,040405-3912395,std_2023110080@dongguk.edu,학생_80,바이오시스템대학,생명과학과,3,M,학생부종합(DoDream),2.3,4.3,1.2,9,84.1,3,10,1.3,0,48.6,1.0,1
2023110081,040103-4620985,std_2023110081@dongguk.edu,학생_81,경영대학,회계학과,3,F,논술위주,2.97,2.8,-0.18,18,93.4,0,19,15.5,2,45.4,2.0,0
2022110082,031125-3847512,std_2022110082@dongguk.edu,학생_82,문과대학,사학과,4,M,학생부종합(DoDream),4.13,4.11,-0.02,18,88.4,0,17,22.5,3,40.0,0.0,0
2022110083,030901-4869299,std_2022110083@dongguk.edu,학생_83,경영대학,경영학과,4,F,학생부종합(DoDream),1.42,2.96,1.54,9,69.4,3,12,5.1,1,80.6,1.0,1
2023110084,040418-3618477,std_2023110084@dongguk.edu,학생_84,공과대학,전자전기공학부,3,M,학생부종합(DoDream),2.91,2.93,0.02,18,86.0,0,20,28.5,4,28.7,1.0,0
2022110085,030620-4139062,std_2022110085@dongguk.edu,학생_85,공과대학,컴퓨터인공지능전공,4,F,교과위주(학교장추천),3.39,3.56,0.16,18,91.5,0,27,29.5,4,20.8,1.0,0
2022110086,030218-3836400,std_2022110086@dongguk.edu,학생_86,바이오시스템대학,식품생명공학과,4,M,교과위주(학교장추천),3.01,3.05,0.05,15,97.0,1,22,33.9,5,11.5,3.0,0
2021110087,020901-4828744,std_2021110087@dongguk.edu,학생_87,사범대학,수학교육과,4,F,학생부종합(DoDream),2.17,3.62,1.45,9,67.9,3,5,6.3,1,74.5,1.0,1
2023110088,040921-3628014,std_2023110088@dongguk.edu,학생_88,경영대학,회계학과,3,M,논술위주,2.33,2.6,0.27,18,98.3,0,28,24.4,3,27.7,1.0,0
2023110089,040903-4646900,std_2023110089@dongguk.edu,학생_89,바이오시스템대학,생명과학과,3,F,수능위주(정시),2.2,2.42,0.26,18,85.3,0,20,42.2,6,27.3,0.0,0
2024110090,050904-3239978,std_2024110090@dongguk.edu,학생_90,문과대학,철학과,2,M,학생부종합(DoDream),3.58,3.55,-0.02,18,95.8,0,28,24.6,4,37.7,1.0,0
2023110091,040202-4800336,std_2023110091@dongguk.edu,학생_91,사범대학,국어교육과,3,F,학생부종합(DoDream),2.82,2.68,-0.14,18,96.1,0,17,29.3,4,28.6,,0
2024110092,051224-3666956,std_2024110092@dongguk.edu,학생_92,경영대학,경영정보학과,2,M,학생부종합(DoDream),3.74,3.84,0.1,18,91.2,0,17,35.5,5,27.0,3.0,0
2023110093,041105-4351459,std_2023110093@dongguk.edu,학생_93,공과대학,전자전기공학부,3,F,교과위주(학교장추천),2.3,3.94,1.42,15,85.0,1,2,5.9,1,70.0,,1
2021110094,020515-3192578,std_2021110094@dongguk.edu,학생_94,경영대학,경영정보학과,4,M,수능위주(정시),2.3,3.3,0.94,12,77.3,2,1,0.0,0,41.3,0.0,1
2024110095,051214-4554162,std_2024110095@dongguk.edu,학생_95,경영대학,회계학과,2,F,수능위주(정시),3.05,3.33,0.28,18,100.0,0,14,11.8,2,19.8,3.0,0
2024110096,051121-3749991,std_2024110096@dongguk.edu,학생_96,바이오시스템대학,생명과학과,2,M,논술위주,3.75,3.84,0.09,18,96.8,0,27,16.9,2,29.4,3.0,0
2024110097,050923-4886639,std_2024110097@dongguk.edu,학생_97,문과대학,영어영문학전공,2,F,학생부종합(DoDream),1.0,1.93,1.77,12,66.0,2,8,3.3,0,60.2,1.0,1
2021110098,021206-3634003,std_2021110098@dongguk.edu,학생_98,경영대학,회계학과,4,M,교과위주(학교장추천),2.95,2.49,-0.46,18,96.0,0,28,12.7,2,38.4,1.0,0
2023110099,040410-4857771,std_2023110099@dongguk.edu,학생_99,사범대학,국어교육과,3,F,수능위주(정시),2.84,3.13,0.29,18,95.1,0,21,18.9,3,27.6,1.0,0
2022110100,030318-3303981,std_2022110100@dongguk.edu,학생_100,사범대학,국어교육과,4,M,학생부종합(DoDream),3.62,3.36,-0.26,15,95.2,1,17,33.3,5,22.0,3.0,0
2021110101,020413-4582315,std_2021110101@dongguk.edu,학생_101,사범대학,수학교육과,4,F,논술위주,1.36,2.8,1.44,15,74.3,1,10,7.7,1,62.4,,1
2024110102,050815-3256104,std_2024110102@dongguk.edu,학생_102,문과대학,국어국문학과,2,M,논술위주,3.93,3.79,-0.14,18,100.0,0,25,16.7,2,23.0,3.0,0
2023110103,040718-4508638,std_2023110103@dongguk.edu,학생_103,바이오시스템대학,식품생명공학과,3,F,수능위주(정시),3.16,2.83,-0.33,18,93.7,0,19,13.5,2,33.9,3.0,0
2023110104,040113-3778100,std_2023110104@dongguk.edu,학생_104,바이오시스템대학,바이오환경과학과,3,M,학생부종합(DoDream),3.97,3.86,-0.11,18,94.0,0,28,20.1,3,35.5,2.0,0
2022110105,030406-4356553,std_2022110105@dongguk.edu,학생_105,바이오시스템대학,바이오환경과학과,4,F,학생부종합(DoDream),3.38,3.55,0.17,18,92.0,0,19,33.2,5,44.1,3.0,0
2022110106,030128-3873974,std_2022110106@dongguk.edu,학생_106,문과대학,사학과,4,M,학생부종합(DoDream),3.39,3.82,0.43,18,92.5,0,20,16.0,2,43.0,2.0,0
2024110107,050307-4749714,std_2024110107@dongguk.edu,학생_107,공과대학,전자전기공학부,2,F,수능위주(정시),2.95,3.2,0.25,18,91.0,0,14,19.0,3,32.8,0.0,0
2024110108,050718-3933289,std_2024110108@dongguk.edu,학생_108,바이오시스템대학,식품생명공학과,2,M,교과위주(학교장추천),2.98,2.73,-0.25,18,100.0,0,21,15.7,2,32.0,1.0,0
2023110109,040918-4979381,std_2023110109@dongguk.edu,학생_109,공과대학,기계로봇에너지공학과,3,F,학생부종합(DoDream),1.79,3.59,1.79,9,62.3,3,9,4.9,1,45.1,1.0,1
2023110110,040814-3941965,std_2023110110@dongguk.edu,학생_110,바이오시스템대학,식품생명공학과,3,M,교과위주(학교장추천),3.27,3.37,0.1,18,91.4,0,20,9.1,1,34.9,0.0,0
2023110111,040322-4446130,std_2023110111@dongguk.edu,학생_111,공과대학,정보통신공학과,3,F,논술위주,3.71,3.76,0.05,18,94.8,0,15,29.4,4,33.4,2.0,0
2023110112,041002-3865418,std_2023110112@dongguk.edu,학생_112,공과대학,컴퓨터인공지능전공,3,M,교과위주(학교장추천),3.48,3.65,0.17,18,85.1,0,20,26.4,4,38.3,3.0,0
2021110113,020706-4898519,std_2021110113@dongguk.edu,학생_113,문과대학,영어영문학전공,4,F,교과위주(학교장추천),4.22,3.91,-0.31,18,92.2,0,18,19.8,3,18.2,2.0,0
2023110114,040324-3673156,std_2023110114@dongguk.edu,학생_114,경영대학,경영정보학과,3,M,교과위주(학교장추천),4.4,4.3,-0.16,18,97.3,0,16,24.0,3,28.3,1.0,0
2022110115,030419-4157775,std_2022110115@dongguk.edu,학생_115,문과대학,영어영문학전공,4,F,논술위주,2.6,2.8,0.2,18,97.1,0,23,28.6,4,19.2,2.0,0
2021110116,020615-3970477,std_2021110116@dongguk.edu,학생_116,경영대학,경영정보학과,4,M,학생부종합(DoDream),3.21,3.39,0.18,18,100.0,0,21,26.0,4,25.9,3.0,0
2022110117,030121-4869097,std_2022110117@dongguk.edu,학생_117,사범대학,국어교육과,4,F,수능위주(정시),3.6,3.51,-0.09,18,100.0,0,18,27.5,4,19.0,2.0,0
2024110118,050904-3574013,std_2024110118@dongguk.edu,학생_118,공과대학,정보통신공학과,2,M,수능위주(정시),3.77,3.5,-0.27,18,86.3,0,17,19.2,3,40.5,1.0,0
2023110119,040706-4852254,std_2023110119@dongguk.edu,학생_119,공과대학,기계로봇에너지공학과,3,F,교과위주(학교장추천),3.97,4.0,0.03,18,98.6,0,18,23.0,3,53.6,0.0,0
2023110120,041005-3721527,std_2023110120@dongguk.edu,학생_120,공과대학,전자전기공학부,3,M,학생부종합(DoDream),1.74,3.22,1.48,15,75.0,1,6,7.0,1,37.6,0.0,1
2023110121,040614-4309093,std_2023110121@dongguk.edu,학생_121,바이오시스템대학,생명과학과,3,F,학생부종합(DoDream),2.82,3.23,0.41,18,93.0,0,18,26.2,4,30.7,0.0,0
2022110122,030721-3768179,std_2022110122@dongguk.edu,학생_122,문과대학,철학과,4,M,수능위주(정시),3.47,3.26,-0.21,18,100.0,0,21,15.1,2,31.1,3.0,0
2023110123,040403-4121253,std_2023110123@dongguk.edu,학생_123,문과대학,사학과,3,F,학생부종합(DoDream),2.88,2.75,-0.13,18,92.0,0,25,16.9,2,20.6,2.0,0
2024110124,050818-3500187,std_2024110124@dongguk.edu,학생_124,경영대학,회계학과,2,M,논술위주,2.2,2.32,0.32,18,94.1,0,14,23.1,3,26.8,3.0,0
2022110125,030406-4892338,std_2022110125@dongguk.edu,학생_125,바이오시스템대학,식품생명공학과,4,F,수능위주(정시),2.57,2.66,0.1,18,90.9,0,17,11.4,2,34.8,3.0,0
2022110126,031102-3545358,std_2022110126@dongguk.edu,학생_126,경영대학,경영학과,4,M,학생부종합(DoDream),3.37,3.23,-0.14,18,87.5,0,20,26.4,4,25.4,1.0,0
2022110127,030226-4133866,std_2022110127@dongguk.edu,학생_127,경영대학,회계학과,4,F,학생부종합(DoDream),3.62,3.39,-0.23,18,95.3,0,24,12.8,2,26.0,2.0,0
2021110128,020304-3854105,std_2021110128@dongguk.edu,학생_128,문과대학,영어영문학전공,4,M,논술위주,4.0,3.67,-0.33,18,95.4,0,21,11.9,2,38.3,2.0,0
2021110129,021127-4576513,std_2021110129@dongguk.edu,학생_129,문과대학,영어영문학전공,4,F,수능위주(정시),3.62,3.49,-0.13,18,93.6,0,19,28.2,4,25.6,1.0,0
2023110130,041220-3569164,std_2023110130@dongguk.edu,학생_130,사범대학,교육학과,3,M,학생부종합(DoDream),3.88,3.75,-0.13,18,95.5,0,27,5.1,1,27.0,2.0,0
2022110131,030904-4263834,std_2022110131@dongguk.edu,학생_131,사범대학,국어교육과,4,F,학생부종합(DoDream),2.21,2.35,0.14,18,100.0,0,17,7.1,1,38.5,0.0,0
2021110132,020405-3536162,std_2021110132@dongguk.edu,학생_132,문과대학,국어국문학과,4,M,학생부종합(DoDream),2.75,2.76,0.01,18,89.5,0,19,20.5,3,26.4,1.0,0
2023110133,040304-4773590,std_2023110133@dongguk.edu,학생_133,문과대학,철학과,3,F,교과위주(학교장추천),2.56,2.59,0.03,18,96.2,0,28,25.1,4,28.9,3.0,0
2023110134,041108-3474226,std_2023110134@dongguk.edu,학생_134,공과대학,컴퓨터인공지능전공,3,M,학생부종합(DoDream),3.58,3.06,-0.52,18,88.0,0,23,22.0,3,30.1,,0
2022110135,031120-4596507,std_2022110135@dongguk.edu,학생_135,공과대학,전자전기공학부,4,F,학생부종합(DoDream),2.56,2.41,-0.15,18,97.4,0,24,24.9,4,25.6,1.0,0
2024110136,050108-3947467,std_2024110136@dongguk.edu,학생_136,경영대학,경영학과,2,M,학생부종합(DoDream),3.69,3.4,-0.29,18,96.8,0,21,32.1,5,35.4,,0
2024110137,050202-4138211,std_2024110137@dongguk.edu,학생_137,문과대학,사학과,2,F,교과위주(학교장추천),2.73,2.69,-0.03,18,94.3,0,22,22.3,3,42.3,2.0,0
2023110138,040219-3963349,std_2023110138@dongguk.edu,학생_138,공과대학,전자전기공학부,3,M,교과위주(학교장추천),4.14,3.87,-0.27,15,99.1,1,20,29.6,4,39.2,2.0,0
2023110139,041005-4961396,std_2023110139@dongguk.edu,학생_139,바이오시스템대학,식품생명공학과,3,F,논술위주,2.3,3.84,1.19,15,69.6,1,9,7.4,1,66.6,1.0,1
2024110140,050303-3703291,std_2024110140@dongguk.edu,학생_140,경영대학,경영학과,2,M,논술위주,3.41,3.09,-0.32,18,94.2,0,19,28.3,4,10.0,,0
2022110141,031111-4883152,std_2022110141@dongguk.edu,학생_141,공과대학,기계로봇에너지공학과,4,F,학생부종합(DoDream),3.58,3.61,0.03,18,90.2,0,20,24.3,3,34.2,1.0,0
2021110142,020611-3303199,std_2021110142@dongguk.edu,학생_142,문과대학,사학과,4,M,수능위주(정시),2.68,2.69,0.01,18,93.8,0,18,5.0,1,31.3,0.0,0
